"id","ASN","price","status","stitle","cate","image","Product Dimensions","Batteries required","Item model number","Date First Available","extraImages","Item Weight","Is assembly required","Included components","Customer Reviews","Best Sellers Rank","Package Dimensions","Primary material","Frame finish","Footboard upholstery","Shipping Weight","Manufacturer","Assembly Required","Batteries Required?","Manufacturer recommended age","Educational Objective(s)","Mfg Recommended age","Fabric Type","Care instructions","Number of pieces","Brand","Model Number","Color","Product Dimensions:","Date First Available:","Manufacturer:","ASIN:","Item model number:","","Item volume","International Warranty: If purchased from outside the UAE, manufacturer warranty may not apply. Click Here [PDF 195 KB]","Best Sellers Rank:","Camera Cases","Batteries","Manufacturer reference","Manufacturer Part Number","Mobile Phone Screen Protectors","USB Cables","Other display features","Form factor","Whats in the box","Package Dimensions:","Language:","Batteries Included?","Remote Control Included?","Is Discontinued By Manufacturer:","Department:","Action Cameras & Accessories","Customer reviews:","Size","Style","Season","Sport","Department","Is Discontinued By Manufacturer","Number of Puzzle Pieces","Hand Tools","Height","Length","Weight","Width","Number of Items","Standing screen display size","Are Batteries Included","Number of Game Players","Material Care Instructions","Material","Screwdrivers","Model number","Target gender","Our Recommended age","Number of Pieces","Material Type(s)","Long Drill Bits","In-Ear Headphones","Model","Computer Accessories","Manufacturer's Suggested Maximum Weight","material_composition","Knee Braces","Boring Drill Bits","Item diameter","Material Type","Included Components","Frame Material","Shape","Lens Material","Outer Material","Material Composition","Mobile Phone Basic Cases","Capacity","Item Shape","Series","Voltage","Camera & Camcorder Rain Covers","Lightning Cables","Automotive Diagnostic, Test & Measuring Tools","Measuring & Layout","Camera Lens Filter Sets","Warranty description","Open-End Wrenches","Drill Bits","Release date","Drive Sockets","Camera & Photo Accessories","Units","Dishwasher safe","Is portable","Wrench Sets","Pipe Wrenches","Shop Knives","Batteries:","Mobile Phone Accessories","Format","Electrical Power Accessories","Electrical Equipment","Chisels","Item Model Number","Pliers & Pincers","Nintendo Switch Games","Jobber Drill Bits","Wearable Technology","Power Tool Accessories","Dishwasher safe?","Hole Saws","Hammers","Auto Shutoff","Special Features","desc","Camcorder Cases","Brad-Point Drill Bits","number_of_channels","Mobile Phone Mounts & Stands","Telephone & VoIP Accessories","Cycling Accessories","Hardware","Safety & Security","Industrial Drill Bits","Combination Wrenches","HDMI Cables","Desk Accessories & Storage Products","Electronics Accessories & Supplies","Flashlight Lanterns","Display Type","Photographic Lighting & Studio Equipment","PlayStation 4 Games","Twist Drill Bits","Manufacturer reference:","Other camera features","Resistance temperature","Screwdriver Sets","Spanners & Wrenches","Display maximum weight recommendation","Jig Saw Blades","Fill material","Scent","Import designation","Wood Chisels","Mobile Phone OTG Adapters","Complete Tripod Units","Bookshelf Photo Albums","Special features","Additional product features","Tape Measures","Features","Strippers & Crimpers","Electrical Tools & Testers","Maximum weight recommendation","Quantity","League","Team","Material free","Bottle type","Lithium Battery Packaging","Camera Case & Bag Accessories","Tool Organizers","Tool Sets","Surveillance & Security Cameras","Home Security & Surveillance Systems","Folding","tech_spec_battery_description_toys","Camera Lens Sky & UV Filters","Film Cameras","Projector Accessories","Monopods","Wattage","Adjustable Wrenches","Exterior","OEM Part Number","Cover Included","Binoculars","Radio Control Suitability","Skill Level","Power Tool Staples","Cultivators & Tillers","Home Storage & Organization","Language::","Camera Lens Polarizing Filters"
"23","B01MQOC277","22.56","1","CONNECT True Utility Aluminum Locklip Swivel - Silver","Automotive|Gifts & Merchandise","https://images-na.ssl-images-amazon.com/images/I/61r0mpxHFfL._AC_SL1500_.jpg","3.2 x 12.8 x 7.4 cm; 7 Grams",,"TU903","28 January 2019","https://images-na.ssl-images-amazon.com/images/I/313PqKcVRsL._AC_.jpg,https://images-na.ssl-images-amazon.com/images/I/61laYVgwqHL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81bUi7Lp2EL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81sQbKAgNlL._AC_SL1500_.jpg","7 g",,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}1.0 out of 5 stars1 ratingP.when('A', 'ready').execute(function(A) {A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){if(window.ue) {ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);}});});P.when('A', 'cf').execute(function(A) {A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){if(window.ue) {ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);}});});1.0 out of 5 stars","#37,242 in Automotive (See Top 100 in Automotive)#1,357 in Automotive Enthusiast Merchandise",,,,,,"True Brands (TRV1C)",,,,,,,,,"CONNECT",,,,,,,,,,,,,,,"TU903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24","B07P6H6XDD","","1","Unique Candle Letters Candle W Model Grel - Multi Color","Arts & Crafts|Art & Craft Supplies|Party Supplies|Cake Decorating Supplies","https://images-na.ssl-images-amazon.com/images/I/61SgLuMgpvL._AC_SL1500_.jpg","4.6 x 14.2 x 13.6 cm; 180 Grams",,,"25 February 2019","https://images-na.ssl-images-amazon.com/images/I/81OzBMbwyoL._AC_SL1500_.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2724642500787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25","B07C56Q7R1","","1","Cellularline TEMPGCUGALS9PLK Second Glass Curved Capsule for Samsung Galaxy S9 PlusTEMPGCUGALS9PLK","Electronics|Mobile Phones & Communication|Accessories|Maintenance, Upkeep & Repairs|Screen Protectors","https://images-na.ssl-images-amazon.com/images/I/31ov5DtN09L._AC_.jpg",,,,,"https://images-na.ssl-images-amazon.com/images/I/31ov5DtN09L._AC_.jpg,https://images-na.ssl-images-amazon.com/images/I/211uhoh2vYL._AC_.jpg,https://images-na.ssl-images-amazon.com/images/I/31ov5DtN09L._AC_.jpg,https://images-na.ssl-images-amazon.com/images/I/211uhoh2vYL._AC_.jpg,https://images-na.ssl-images-amazon.com/images/I/31ov5DtN09L._AC_.jpg,https://images-na.ssl-images-amazon.com/images/I/211uhoh2vYL._AC_.jpg,https://images-na.ssl-images-amazon.com/images/I/31ov5DtN09L._AC_.jpg,https://images-na.ssl-images-amazon.com/images/I/211uhoh2vYL._AC_.jpg",,,,,,,,,,,,,,,,,,,,,,,"9 x 1 x 19.5 cm; 9.07 Grams","28 January 2019","Cellularline","B07C56Q7R1","TEMPGCUGALS9PLK",,,,"See Top 100 in Mobile Phones & Communication Products",,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26","B07P5JKJQ1","","1","Lenyes LC768 for Multi - Cables","Computers|Accessories|Cables|USB Cables","https://images-na.ssl-images-amazon.com/images/I/41ACVaE4EBL._AC_SL1100_.jpg",,,,,"",,,,,,,,,,,,,,,,,,,,,,,"2.2 x 13.8 x 6.6 cm; 44 Grams","25 February 2019","Lenyes","B07P5JKJQ1","2724603424107",,,"International Warranty: If purchased from outside the UAE, manufacturer warranty may not apply. Click Here [PDF 195 KB]","See Top 100 in Computers",,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27","B07MCQ5GT9","78.75","1","Traxxas Motor Mounts Front/Rear Pins X-Maxx 4 TRA7760","Toys|Plush","https://images-na.ssl-images-amazon.com/images/I/61-66M7IW2L._AC_SL1200_.jpg",,,,"12 January 2019","https://images-na.ssl-images-amazon.com/images/I/51nKyTDJN1L._AC_SL1200_.jpg",,,,,,"16.51 x 7.11 x 1.27 cm; 860 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28","B07PK4PBFH","5.00","1","Servewell 13.5 cm Bay Leaves Symphony Soup Spoon,White","Kitchen|Tableware|Cutlery & Flatware|Spoons","https://images-na.ssl-images-amazon.com/images/I/51KNvPIwsLL._AC_SL1500_.jpg","9.6 x 14.2 x 9.8 cm; 26 Grams",,"2724623316956","7 March 2019","","26 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29","B07P7LV7SY","97.46","1","Hotel Wide Stripe 2Pcs Bed sheet Set,300TC Cotton, Single Size, navy blue","Home|Home Textiles|Bedding & Linen|Sheets & Pillowcases|Sheet & Pillowcase Sets","https://images-na.ssl-images-amazon.com/images/I/71R8VWJeX2L._AC_SL1500_.jpg","3.8 x 31 x 22.6 cm; 1.06 Kilograms",,"2724564303305","25 February 2019","","1058 Grams",,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}4.5 out of 5 stars2 ratingsP.when('A', 'ready').execute(function(A) {A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){if(window.ue) {ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);}});});P.when('A', 'cf').execute(function(A) {A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){if(window.ue) {ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);}});});4.5 out of 5 stars","#29,861 in Home (See Top 100 in Home)#556 in Sheet & Pillowcase Sets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30","B07P75VCZ5","","1","Servewell Square Veg Bowl - White","Kitchen|Tableware|Dishware & Serving Pieces|Dinnerware|Bowls|Snack & Dip Bowls","https://images-na.ssl-images-amazon.com/images/I/61%2BhzpUo0EL._AC_SL1500_.jpg","4.8 x 24 x 9.6 cm; 60 Grams",,"2724623306773","1 March 2019","https://images-na.ssl-images-amazon.com/images/I/61NeYPz%2B9eL._AC_SL1500_.jpg","60 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31","B07BZ63N2L","33.85","1","Bosphorus Tooth Brush Holder, Pink, 71452AP","Home|Bath|Bathroom Accessories|Holders, Dispensers & Organizers|Toothbrush Holders","https://images-na.ssl-images-amazon.com/images/I/71U9ROLqwYL._AC_SL1500_.jpg","10 x 11 x 4 cm; 180 Grams","No","71452AP","26 August 2019","https://images-na.ssl-images-amazon.com/images/I/81ecAfoRunL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71IuWWElWpL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71Ly0so8ylL._AC_SL1500_.jpg","0.18 Kilograms","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32","B07H8Y1KWK","16.93","1","CygnettPhone Case Skin Slimline with Soft touch, Ultra Slim Fit & Lightweight Cover, Works with Wireless Chargers, Raised Camera Bezel, Scratch Resistant, Edge to Edge Shockproof - For Iphone X/XS","Electronics|Mobile Phones & Communication|Accessories|Cases & Covers|Basic Cases","https://images-na.ssl-images-amazon.com/images/I/416zNd2ZquL._AC_SL1000_.jpg","2.4 x 19.2 x 10 cm; 250 Grams",,"CY2608CPSKI","14 February 2019","https://images-na.ssl-images-amazon.com/images/I/41gzQ7eZqrL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/51rKREcBcjL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/51mWphoDKpL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/41ZChuLoofL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/41VwUjmEYkL._AC_SL1000_.jpg","250 g",,,,,,,,,,,,,,,,,,,,,"Navy",,,,,,,,,,,,,,,,"Wireless","Basic Case","Case",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33","B07P6TWLGS","","1","Geepas Combo Gesl3142P-3Pcs White","","https://images-na.ssl-images-amazon.com/images/I/51eA2g5kwiL._AC_SL1500_.jpg","4.4 x 13.2 x 11.2 cm; 440 Grams",,"6294016350165","28 February 2019","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34","B07M82BF7M","","1","Tekiro Te-ilc001125 5 X 125 Mm In Line Screwdriver","Tools & Home Improvement|Power & Hand Tools|Hand Tools|Screwdrivers & Nut Drivers|Screwdrivers","https://images-na.ssl-images-amazon.com/images/I/31Ggr8dd5FL._AC_.jpg",,,,,"",,,,,,,,,,,,,,,,,,,,,,,,"13 January 2019","Tekiro","B07M82BF7M",,"",,,,,,,,,,,,,"18.1 x 16.7 x 4.7 cm; 61.96 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35","B07MJYZY67","12.00","1","Tekiro Sk-te25m-12 0.5 Inch Drive For 25 Mm Hand Socket","Tools & Home Improvement|Power & Hand Tools|Hand Tools|Sockets & Socket Sets|Drive Sockets","https://images-na.ssl-images-amazon.com/images/I/51VFneRA28L._AC_SL1008_.jpg",,,,,"",,,,,,,,,,,,,,,,,,,,,,,,"13 January 2019","Tekiro","B07MJYZY67",,"",,,,,,,,,,,,,"18.6 x 18 x 4.8 cm; 150 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36","B07PM212XS","","1","Cosy Kitchen Decorative Coaster Set Of 4 For Coffe Mugs Or Cold Drinks (9x9CM Each)","Home|Home Textiles|Kitchen Linen","https://images-na.ssl-images-amazon.com/images/I/71NBPtUzOSL._AC_SL1200_.jpg","9 x 9 x 0.3 cm; 80 Grams","No","750CSY0072","12 March 2019","",,,,,,,,,,,,,,,,,"100% MDF","Easy To Wash With Water","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37","B014HJ5I42","","1","Asir Group LLC Wall Sticker , steel Multi-Coloured KBS-157 , 27 x 20 x 30 cm","Tools & Home Improvement|Painting Supplies, Tools & Wall Treatments|Wall Stickers & Murals","https://images-na.ssl-images-amazon.com/images/I/71yFGoZXMlL._AC_SL1500_.jpg","45 x 30 x 1 cm; 10 Grams","No","KBS-157","28 March 2019","https://images-na.ssl-images-amazon.com/images/I/71nH73hupbL._AC_SL1500_.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38","B00KTW1UQW","7.96","1","Creative Geel - Honeycomb Bal","Toys|Play Figures & Vehicles","https://images-na.ssl-images-amazon.com/images/I/71dunZmDwQL._AC_SL1200_.jpg","1 x 1 x 1 cm; 100 Grams",,"8714572603072","18 April 2019","",,,,,,,,,,,,"No","No","3 years and up",,"36 months - 30 years",,,,,,"Multi-Colour",,,,,,,,,,,,,,,,,,,,"English, Italian, French, Portuguese, Danish, Spanish, Dutch","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39","B07P9G96TG","","1","CHUGGINGTON - BREWSTER","","https://images-na.ssl-images-amazon.com/images/I/4155W51r6UL._AC_.jpg","4.4 x 10.8 x 10.2 cm; 500 Grams",,"2724645950282","1 March 2019","",,,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}2.0 out of 5 stars1 ratingP.when('A', 'ready').execute(function(A) {A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){if(window.ue) {ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);}});});P.when('A', 'cf').execute(function(A) {A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){if(window.ue) {ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);}});});2.0 out of 5 stars","#41,629 in Toys (See Top 100 in Toys)#7,430 in Kids' Play Figures & Vehicles",,,,,,,,,"24 months and up",,"24 months and up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40","B07P6GS7FF","5.00","1","InterDesign Axis Over The Cabinet Hook, Chrome (Silver)","Tools & Home Improvement|Hardware","https://images-na.ssl-images-amazon.com/images/I/41b2rM1002L._AC_.jpg","6.5 x 15.6 x 11.4 cm; 66 Grams",,"2724619921850","25 February 2019","https://images-na.ssl-images-amazon.com/images/I/51GKpQcZaJL._AC_.jpg,https://images-na.ssl-images-amazon.com/images/I/51U7GE5Kq4L._AC_.jpg,https://images-na.ssl-images-amazon.com/images/I/51uwlYWgwRL._AC_.jpg",,,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}3.0 out of 5 stars1 ratingP.when('A', 'ready').execute(function(A) {A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){if(window.ue) {ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);}});});P.when('A', 'cf').execute(function(A) {A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){if(window.ue) {ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);}});});3.0 out of 5 stars","#14,873 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)#2,426 in Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41","B00VJBC3B8","29.00","1","Incase CL58096 Mounts Digital Camera Black Lumen","Sporting Goods|Sports & Recreation Technology|Action Cameras & Accessories","https://images-na.ssl-images-amazon.com/images/I/61d4fEs12BL._AC_SL1000_.jpg",,,,,"https://images-na.ssl-images-amazon.com/images/I/71VjIJZx1mL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/61A6C5yiTFL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/71OMLS3vdKL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/61D6Ls3n1SL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/61JLbPJRYiL._AC_SL1000_.jpg",,,,,,,,,,,,,,,,,,,,,,,"2 x 23.4 x 12.6 cm; 4.54 Grams","28 January 2019","Incase","B00VJBC3B8","CL58096",,,"International Warranty: If purchased from outside the UAE, manufacturer warranty may not apply. Click Here [PDF 195 KB]","See Top 100 in Sporting Goods",,,,,,,,,,,,,,"No","Men's","","/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42","B076B49ZNH","49.00","1","Incase INPH190376-GLD Frame Case - iPhone X Black (Pack of1)","Electronics|Mobile Phones & Communication|Accessories|Cases & Covers|Basic Cases","https://images-na.ssl-images-amazon.com/images/I/51JxImG-eOL._AC_SL1000_.jpg","10.67 x 2.03 x 19.56 cm; 50 Grams",,"INPH190376-GLD","21 February 2019","https://images-na.ssl-images-amazon.com/images/I/41Vd90w%2BYvL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/41eQ-eKU3GL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/614SxqJZ8%2BL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/61XayLByMdL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/51QLr4vL4iL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/41uCWUBVjuL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/51itL3gaSJL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/51itL3gaSJL._AC_SL1000_.jpg","50 g",,,,,,,,,,,,,,,,,,,,,"Black",,,,,,,,,,,,,,,,"Wireless","Bumper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43","B07P8R15P7","","1","Plastic Forte Pink Food Container Pink","Kitchen|Containers & Storage|Food Storage|Food Containers","https://images-na.ssl-images-amazon.com/images/I/41V2pJcr2BL._AC_.jpg","11 x 20 x 19.6 cm; 180 Grams",,"2724530746754","25 February 2019","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
